300	-108	-1.57079632679490
300	-109	-1.57079632679490
300	-110	-1.57079632679490
300	-111	-1.57079632679490
300	-112	-1.57079632679490
300	-113	-1.57079632679490
300	-114	-1.57079632679490
300	-115	-1.57079632679490
300	-116	-1.57079632679490
300	-117	-1.57079632679490
300	-118	-1.57079632679490
300	-119	-1.57079632679490
300	-120	-1.57079632679490
300	-121	-1.57079632679490
300	-122	-1.57079632679490
300	-123	-1.57079632679490
300	-124	-1.57079632679490
300	-125	-1.57079632679490
300	-126	-1.57079632679490
300	-127	-1.57079632679490
300	-128	-1.57079632679490
300	-129	-1.57079632679490
300	-130	-1.57079632679490
300	-131	-1.57079632679490
300	-132	-1.57079632679490
300	-133	-1.57079632679490
300	-134	-1.57079632679490
300	-135	-1.57079632679490
300	-136	-1.57079632679490
300	-137	-1.57079632679490
300	-138	-1.57079632679490
300	-139	-1.57079632679490
300	-140	-1.57079632679490
300	-141	-1.57079632679490
300	-142	-1.57079632679490
300	-143	-1.57079632679490
300	-144	-1.57079632679490
300	-145	-1.57079632679490
300	-146	-1.57079632679490
300	-147	-1.57079632679490
300	-148	-1.57079632679490
300	-149	-1.57079632679490
300	-150	-1.57079632679490
300	-151	-1.57079632679490
300	-152	-1.57079632679490
300	-153	-1.57079632679490
300	-154	-1.57079632679490
300	-155	-1.57079632679490
300	-156	-1.57079632679490
300	-157	-1.57079632679490
300	-158	-1.57079632679490
300	-159	-1.57079632679490
300	-160	-1.57079632679490
300	-161	-1.57079632679490
300	-162	-1.57079632679490
300	-163	-1.57079632679490
300	-164	-1.57079632679490
300	-165	-1.57079632679490
300	-166	-1.57079632679490
300	-167	-1.57079632679490
300	-168	-1.57079632679490
300	-169	-1.57079632679490
300	-170	-1.57079632679490
300	-171	-1.57079632679490
300	-172	-1.57079632679490
300	-173	-1.57079632679490
300	-174	-1.57079632679490
300	-175	-1.57079632679490
300	-176	-1.57079632679490
300	-177	-1.57079632679490
300	-178	-1.57079632679490
300	-179	-1.57079632679490
300	-180	-1.57079632679490
300	-181	-1.57079632679490
300	-182	-1.57079632679490
300	-183	-1.57079632679490
300	-184	-1.57079632679490
300	-185	-1.57079632679490
300	-186	-1.57079632679490
300	-187	-1.57079632679490
300	-188	-1.57079632679490
300	-189	-1.57079632679490
300	-190	-1.57079632679490
300	-191	-1.57079632679490
300	-192	-1.57079632679490
