671087.040	3529493.240	0.040	0.00000
671087.160	3529493.250	0.040	0.00000
671087.290	3529493.260	0.040	0.00000
671087.400	3529493.270	0.040	0.00000
671087.530	3529493.270	0.040	0.00000
671087.670	3529493.280	0.040	0.00000
671087.820	3529493.290	0.040	0.00000
671087.930	3529493.300	0.040	-0.00416
671088.040	3529493.300	0.040	-0.00416
671088.170	3529493.310	0.040	-0.00046
671088.300	3529493.310	0.040	-0.00046
671088.430	3529493.320	0.040	-0.00046
671088.580	3529493.330	0.040	-0.00046
671088.730	3529493.330	0.040	-0.00046
671088.890	3529493.340	0.030	-0.00046
671089.060	3529493.350	0.030	-0.00046
671089.230	3529493.360	0.030	-0.00046
671089.410	3529493.370	0.040	-0.00046
671089.600	3529493.380	0.040	-0.00046
671089.790	3529493.390	0.040	-0.00046
671089.990	3529493.400	0.040	-0.00046
671090.090	3529493.400	0.040	0.00370
671090.190	3529493.410	0.040	0.00370
671090.300	3529493.420	0.040	0.00370
671090.410	3529493.420	0.040	0.00000
671090.510	3529493.430	0.040	0.00000
671090.620	3529493.430	0.040	0.00000
671090.730	3529493.440	0.040	0.00000
671090.840	3529493.440	0.040	0.00000
671090.960	3529493.450	0.040	0.00000
671091.070	3529493.460	0.040	0.00000
671091.190	3529493.460	0.040	0.00000
671091.300	3529493.470	0.040	0.00000
671091.420	3529493.480	0.040	0.00000
671091.540	3529493.480	0.040	0.00000
671091.660	3529493.490	0.040	0.00000
671091.780	3529493.500	0.040	0.00000
671091.900	3529493.500	0.040	-0.00513
671092.030	3529493.510	0.040	-0.00513
671092.150	3529493.520	0.040	-0.00513
671092.280	3529493.530	0.040	-0.00513
671092.410	3529493.530	0.040	-0.00513
671092.540	3529493.540	0.040	-0.00513
671092.680	3529493.550	0.040	-0.00513
671092.820	3529493.560	0.040	-0.00513
671092.950	3529493.560	0.030	-0.00513
671093.090	3529493.570	0.030	-0.00513
671093.230	3529493.580	0.030	-0.00513
671093.380	3529493.590	0.030	-0.00513
671093.520	3529493.600	0.030	-0.00513
671093.670	3529493.610	0.030	-0.00513
671093.820	3529493.610	0.030	-0.00513
671093.970	3529493.620	0.030	0.00000
671094.130	3529493.630	0.030	0.00000
671094.280	3529493.630	0.030	0.00000
671094.440	3529493.640	0.030	0.00000
671094.600	3529493.650	0.030	0.00000
671094.760	3529493.660	0.030	0.00370
671094.920	3529493.660	0.030	0.00370
671095.080	3529493.670	0.030	0.00370
671095.250	3529493.680	0.030	0.00370
671095.420	3529493.690	0.030	0.00370
671095.590	3529493.690	0.030	0.00370
671095.760	3529493.700	0.030	0.00370
671095.930	3529493.710	0.030	0.00370
671096.110	3529493.720	0.040	0.00370
671096.280	3529493.720	0.040	0.00370
671096.460	3529493.730	0.040	0.00370
671096.640	3529493.740	0.040	0.00370
671096.820	3529493.750	0.040	0.00370
671097.010	3529493.760	0.040	0.00370
671097.190	3529493.770	0.040	0.00370
671097.380	3529493.780	0.040	0.00000
671097.570	3529493.790	0.040	0.00000
671097.760	3529493.800	0.040	0.00000
671097.950	3529493.810	0.040	0.00000
671098.140	3529493.820	0.040	0.00000
671098.330	3529493.830	0.040	0.00000
671098.520	3529493.840	0.040	0.00000
671098.720	3529493.850	0.040	0.00000
671098.910	3529493.860	0.040	0.00000
671099.100	3529493.870	0.040	0.00000
671099.290	3529493.880	0.040	0.00000
671099.490	3529493.890	0.040	0.00000
671099.680	3529493.900	0.040	0.00000
671099.880	3529493.920	0.040	0.00000
671100.070	3529493.930	0.040	0.00000
671100.270	3529493.940	0.040	0.00000
671100.470	3529493.950	0.040	0.00000
671100.660	3529493.960	0.040	0.00000
671100.860	3529493.970	0.040	0.00000
671101.060	3529493.980	0.040	0.00000
671101.260	3529494.000	0.040	0.00000
671101.460	3529494.010	0.040	0.00317
671101.660	3529494.020	0.040	0.00317
671101.860	3529494.030	0.040	0.00317
671102.060	3529494.040	0.040	0.00317
671102.260	3529494.050	0.040	0.00317
671102.470	3529494.070	0.040	0.00317
671102.670	3529494.080	0.040	0.00317
671102.870	3529494.090	0.040	0.00317
671103.080	3529494.100	0.050	0.00317
671103.290	3529494.110	0.050	0.00317
671103.490	3529494.130	0.050	0.00317
671103.700	3529494.140	0.050	0.00317
671103.910	3529494.150	0.050	0.00317
671104.120	3529494.170	0.050	0.00317
671104.320	3529494.180	0.050	0.00317
671104.530	3529494.190	0.050	0.00000
671104.740	3529494.200	0.050	0.00000
671104.960	3529494.220	0.050	0.00000
671105.170	3529494.230	0.050	0.00000
671105.380	3529494.240	0.050	0.00000
671105.590	3529494.260	0.050	0.00000
671105.810	3529494.270	0.050	0.00000
671106.020	3529494.290	0.050	0.00000
671106.240	3529494.300	0.050	0.00000
671106.450	3529494.320	0.050	0.00000
671106.660	3529494.330	0.050	0.00000
671106.880	3529494.340	0.050	0.00000
671107.090	3529494.360	0.050	0.00000
671107.300	3529494.370	0.050	0.00000
671107.510	3529494.390	0.050	0.00000
671107.720	3529494.400	0.050	0.00000
671107.930	3529494.410	0.050	0.00000
671108.140	3529494.430	0.050	0.00000
671108.350	3529494.440	0.050	0.00000
